2025-09-08 18:03:04.6721 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | *////* 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     CounterpartyNumbers: [1000000212, 1000049282, 1000008291, 1000127108, 4000001113, 1000031779, 5000008375, 1000124930, 1000000392, 1000008296, 1000008307, 1000008315, 1000008349, 1000008420, 1000008766, 1000008781, 1000008813, 1000008876, 1000008902, 1000008938, 1000008943, 1000008950, 1000009008, 1000009057, 1000009076, 1000009105, 1000009139, 1000009226, 1000009260, 1000009340, 1000009467, 1000009519, 1000009528, 1000009529, 1000009554, 1000009569, 1000009617, 1000009652, 1000009924, 1000010026, 1000010272, 1000010374, 1000010416, 1000010428, 1000010460, 1000010754, 1000011074, 1000011084, 1000011103, 1000011129, 1000011131, 1000011166, 1000011747, 1000011929, 1000012013, 1000012079, 1000012154, 1000014535, 1000014649, 1000014716, 1000014719, 1000014753, 1000014757, 1000014797, 1000014820, 1000014826, 1000014887, 1000014928, 1000014947, 1000015025, 1000015113, 1000015195, 1000015198, 1000015205, 1000015283, 1000015287, 1000015362, 1000016634, 1000016716, 1000016748, 1000016808, 1000031760, 1000031766, 1000031797, 1000032721, 1000033549, 1000033595, 1000033854, 1000034302, 1000034454, 1000034719, 1000035180, 1000038330, 1000038388, 1000038407, 1000039882, 1000040274, 1000040593, 1000040618, 1000041895, 1000042170, 1000042218, 1000043684, 1000045041, 1000045444, 1000045758, 1000045787, 1000047959, 1000049279, 1000050718, 1000050809, 1000051323, 1000051637, 1000053354, 1000055066, 1000055084, 1000055116, 1000055604, 1000055671, 1000055940, 1000056482, 1000056939, 1000057108, 1000059568, 1000059758, 1000059764, 1000060028, 1000060345, 1000061024, 1000061141, 1000061619, 1000062045, 1000062592, 1000062594, 1000066902, 1000067285, 1000067441, 1000079265, 1000079575, 1000087069, 1000088950, 1000089002, 1000089324, 1000091079, 1000091556, 1000093787, 1000093835, 1000094727, 1000095047, 1000095123, 1000097590, 1000097835, 1000097855, 1000097897, 1000097907, 1000097983, 1000098208, 1000098211, 1000098222, 1000098256, 1000098833, 1000099135, 1000100590, 1000101175, 1000101775, 1000102029, 1000102921, 1000103643, 1000103794, 1000103839, 1000103978, 1000104383, 1000104942, 1000105037, 1000105047, 1000105642, 1000105940, 1000105998, 1000107058, 1000107080, 1000107226, 1000108800, 1000109029, 1000109603, 1000110138, 1000122011, 1000122027, 1000122304, 1000122842, 1000122920, 1000123244, 1000123397, 1000125878, 1000126122, 1000126131, 1000126800, 1000128488, 1000128514, 1000129323, 1000133802, 1000134569, 1000135065, 1000135137, 1000136133, 1000136182, 4000000894, 4000000937, 4000000950, 4000001012, 4000001013, 4000001030, 4000001048, 4000001074, 4000001094, 4000001107, 4000001163, 4000001188, 4000001289, 4000001417, 4000001759, 4000001762, 4000001861, 4000001903, 4000002029, 4000002197, 4000002557, 4000003007, 4000003147, 4000003292, 4000003301, 4000003361, 4000003622, 4000003736, 4000003742, 4000004845, 4000006083, 4000006665, 4000006873, 4000006901, 4000007034, 4000007036, 4000007214, 4000007315, 4000010143, 4000010154, 4000010220, 4000010370, 4000010949] 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     SignatoryNumbers: [90002992] 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     Status: Не ЭДО 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     DateStart: 01.01.2025, DateEnd: 30.06.2025 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     vgo: False 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Формирую задачу для подписанта: 90002916 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |   Формирую задачу для статуса: ЭДО 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     ---- SapTask ---- 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     BeCode: 1050 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     INN: null, KPP: null 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     ContractNumber: [] 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     CounterpartyNumbers: [1000127089, 1000008293, 1000008300, 1000008313, 1000008314, 1000008590, 1000008665, 1000008824, 1000008941, 1000009148, 1000009829, 1000010583, 1000010595, 1000011017, 1000011228, 1000011575, 1000011754, 1000012084, 1000014569, 1000014634, 1000014717, 1000015004, 1000040511, 1000045292, 1000045301, 1000045328, 1000052730, 1000057163, 1000090692, 1000104844, 1000109647] 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     SignatoryNumbers: [90002916] 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     Status: ЭДО 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     DateStart: 01.01.2025, DateEnd: 30.06.2025 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     vgo: False 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |   Формирую задачу для статуса: Не ЭДО 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |     Результатов нет — задачу не добавляем. 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Инвентаризация: сформировано задач: 2 
2025-09-08 18:03:06.0253 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Файлов для обработки нет. Робот завершает свою работу. 
2025-09-08 18:19:07.1897 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | *////* 
2025-09-08 18:19:07.2317 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Инициализация успешно завершена. 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.ConfigManager | SpravkoBot_AsSapfir.ConfigManager.LoadConfig | Конфигурация успешно загружена. 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | В папке C:\Users\RobinSapAC\Desktop\RobinSap_Robot\test_sp_robot-main\bin\Debug\data\requests\input найдено 1 входящих файл(-а)(-ов) для обработки. 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Обработка заявки: SD2347773+.txt. Начинаю извлечение данных из заявки. 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Для заявки SD2347773 создана сущность Request. 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Данные из заявки извлечены: 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | ******************************************** 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * Номер заявки => SD2347773 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * Тип заявки => Годовая инвентаризация (по всем контрагентам и договорам) 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * Услуга => ОЦО Акт сверки РГ 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * Организация => ПАО "РусГидро" 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | *..........................................* 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * БЕ => Волжская ГЭС 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * ИНН =>  
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * КПП =>  
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * Номер (-а) договора в системе =>  
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * Начало периода => 01.01.2025 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | * Конец периода => 30.06.2025 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | ********************************************** 
2025-09-08 18:19:07.3077 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Начинаю конвертирование excel файла в csv: C:\Users\RobinSapAC\Desktop\02-04-2025\SpravkoBot_AsSapfir\bin\Debug\KA\Реестр по всем БЕ.xlsx 
2025-09-08 18:19:07.3307 | INFO | SpravkoBot_AsSapfir.ExcelConverter | SpravkoBot_AsSapfir.ExcelConverter.ConvertToCsv | Начало конвертации файла Excel 'C:\Users\RobinSapAC\Desktop\02-04-2025\SpravkoBot_AsSapfir\bin\Debug\KA\Реестр по всем БЕ.xlsx' в CSV. 
2025-09-08 18:19:08.0626 | INFO | SpravkoBot_AsSapfir.ExcelConverter | SpravkoBot_AsSapfir.ExcelConverter.SaveAsCsv | Сохранено как CSV: C:\Users\RobinSapAC\Desktop\02-04-2025\SpravkoBot_AsSapfir\bin\Debug\KA\Реестр по всем БЕ.csv. Строк: 5485, столбцов: 11 
2025-09-08 18:19:08.0736 | INFO | SpravkoBot_AsSapfir.ExcelConverter | SpravkoBot_AsSapfir.ExcelConverter.ConvertToCsv | Файл успешно конвертирован в CSV: C:\Users\RobinSapAC\Desktop\02-04-2025\SpravkoBot_AsSapfir\bin\Debug\KA\Реестр по всем БЕ.csv 
2025-09-08 18:19:08.0736 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Выполняю фильтрацию по параметрам из заявки. Type: Годовая инвентаризация (по всем контрагентам и договорам); БЕ:Волжская ГЭС, ИНН:, КПП: 
2025-09-08 18:19:08.1046 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | [Inventory] Начальный выбор по Branch='Волжская ГЭС': строк=279 
2025-09-08 18:19:21.7101 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Формирую задачу для подписанта: 90002992 
2025-09-08 18:19:26.0503 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |   Формирую задачу для статуса: ЭДО 
2025-09-08 18:19:43.4499 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |     Результатов нет — задачу не добавляем. 
2025-09-08 18:19:45.7153 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |   Формирую задачу для статуса: Не ЭДО 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     ---- SapTask ---- 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     BeCode: 1050 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     INN: null, KPP: null 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     ContractNumber: [] 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     CounterpartyNumbers: [1000000212, 1000049282, 1000008291, 1000127108, 4000001113, 1000031779, 5000008375, 1000124930, 1000000392, 1000008296, 1000008307, 1000008315, 1000008349, 1000008420, 1000008766, 1000008781, 1000008813, 1000008876, 1000008902, 1000008938, 1000008943, 1000008950, 1000009008, 1000009057, 1000009076, 1000009105, 1000009139, 1000009226, 1000009260, 1000009340, 1000009467, 1000009519, 1000009528, 1000009529, 1000009554, 1000009569, 1000009617, 1000009652, 1000009924, 1000010026, 1000010272, 1000010374, 1000010416, 1000010428, 1000010460, 1000010754, 1000011074, 1000011084, 1000011103, 1000011129, 1000011131, 1000011166, 1000011747, 1000011929, 1000012013, 1000012079, 1000012154, 1000014535, 1000014649, 1000014716, 1000014719, 1000014753, 1000014757, 1000014797, 1000014820, 1000014826, 1000014887, 1000014928, 1000014947, 1000015025, 1000015113, 1000015195, 1000015198, 1000015205, 1000015283, 1000015287, 1000015362, 1000016634, 1000016716, 1000016748, 1000016808, 1000031760, 1000031766, 1000031797, 1000032721, 1000033549, 1000033595, 1000033854, 1000034302, 1000034454, 1000034719, 1000035180, 1000038330, 1000038388, 1000038407, 1000039882, 1000040274, 1000040593, 1000040618, 1000041895, 1000042170, 1000042218, 1000043684, 1000045041, 1000045444, 1000045758, 1000045787, 1000047959, 1000049279, 1000050718, 1000050809, 1000051323, 1000051637, 1000053354, 1000055066, 1000055084, 1000055116, 1000055604, 1000055671, 1000055940, 1000056482, 1000056939, 1000057108, 1000059568, 1000059758, 1000059764, 1000060028, 1000060345, 1000061024, 1000061141, 1000061619, 1000062045, 1000062592, 1000062594, 1000066902, 1000067285, 1000067441, 1000079265, 1000079575, 1000087069, 1000088950, 1000089002, 1000089324, 1000091079, 1000091556, 1000093787, 1000093835, 1000094727, 1000095047, 1000095123, 1000097590, 1000097835, 1000097855, 1000097897, 1000097907, 1000097983, 1000098208, 1000098211, 1000098222, 1000098256, 1000098833, 1000099135, 1000100590, 1000101175, 1000101775, 1000102029, 1000102921, 1000103643, 1000103794, 1000103839, 1000103978, 1000104383, 1000104942, 1000105037, 1000105047, 1000105642, 1000105940, 1000105998, 1000107058, 1000107080, 1000107226, 1000108800, 1000109029, 1000109603, 1000110138, 1000122011, 1000122027, 1000122304, 1000122842, 1000122920, 1000123244, 1000123397, 1000125878, 1000126122, 1000126131, 1000126800, 1000128488, 1000128514, 1000129323, 1000133802, 1000134569, 1000135065, 1000135137, 1000136133, 1000136182, 4000000894, 4000000937, 4000000950, 4000001012, 4000001013, 4000001030, 4000001048, 4000001074, 4000001094, 4000001107, 4000001163, 4000001188, 4000001289, 4000001417, 4000001759, 4000001762, 4000001861, 4000001903, 4000002029, 4000002197, 4000002557, 4000003007, 4000003147, 4000003292, 4000003301, 4000003361, 4000003622, 4000003736, 4000003742, 4000004845, 4000006083, 4000006665, 4000006873, 4000006901, 4000007034, 4000007036, 4000007214, 4000007315, 4000010143, 4000010154, 4000010220, 4000010370, 4000010949] 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     SignatoryNumbers: [90002992] 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     Status: Не ЭДО 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     DateStart: 01.01.2025, DateEnd: 30.06.2025 
2025-09-08 18:20:03.2484 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     vgo: False 
2025-09-08 18:20:12.3800 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Формирую задачу для подписанта: 90002916 
2025-09-08 18:20:14.0966 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |   Формирую задачу для статуса: ЭДО 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     ---- SapTask ---- 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     BeCode: 1050 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     INN: null, KPP: null 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     ContractNumber: [] 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     CounterpartyNumbers: [1000127089, 1000008293, 1000008300, 1000008313, 1000008314, 1000008590, 1000008665, 1000008824, 1000008941, 1000009148, 1000009829, 1000010583, 1000010595, 1000011017, 1000011228, 1000011575, 1000011754, 1000012084, 1000014569, 1000014634, 1000014717, 1000015004, 1000040511, 1000045292, 1000045301, 1000045328, 1000052730, 1000057163, 1000090692, 1000104844, 1000109647] 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     SignatoryNumbers: [90002916] 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     Status: ЭДО 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     DateStart: 01.01.2025, DateEnd: 30.06.2025 
2025-09-08 18:20:17.6237 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.DumpTaskToLog |     vgo: False 
2025-09-08 18:20:20.1875 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |   Формирую задачу для статуса: Не ЭДО 
2025-09-08 18:20:21.8367 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main |     Результатов нет — задачу не добавляем. 
2025-09-08 18:20:24.7644 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Инвентаризация: сформировано задач: 2 
2025-09-08 21:05:19.1648 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | *////* 
2025-09-08 21:05:19.1938 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Инициализация успешно завершена. 
2025-09-08 21:05:19.2558 | INFO | SpravkoBot_AsSapfir.ConfigManager | SpravkoBot_AsSapfir.ConfigManager.LoadConfig | Конфигурация успешно загружена. 
2025-09-08 21:05:19.2558 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | В папке C:\Users\RobinSapAC\Desktop\RobinSap_Robot\test_sp_robot-main\bin\Debug\data\requests\input найдено 1 входящих файл(-а)(-ов) для обработки. 
2025-09-08 21:05:19.2558 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Обработка заявки: SD2347773+.txt. Начинаю извлечение данных из заявки. 
2025-09-08 21:06:17.3418 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | *////* 
2025-09-08 21:06:17.3688 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Инициализация успешно завершена. 
2025-09-08 21:06:17.4348 | INFO | SpravkoBot_AsSapfir.ConfigManager | SpravkoBot_AsSapfir.ConfigManager.LoadConfig | Конфигурация успешно загружена. 
2025-09-08 21:06:17.4348 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | В папке C:\Users\RobinSapAC\Desktop\RobinSap_Robot\test_sp_robot-main\bin\Debug\data\requests\input найдено 1 входящих файл(-а)(-ов) для обработки. 
2025-09-08 21:06:17.4348 | INFO | SpravkoBot_AsSapfir.Program | SpravkoBot_AsSapfir.Program.Main | Обработка заявки: SD2347773+.txt. Начинаю извлечение данных из заявки. 
2025-09-08 21:06:17.4348 | WARN | SpravkoBot_AsSapfir.JsonManager | SpravkoBot_AsSapfir.JsonManager.GetValue | Ключ 'organiz.title' не найден. 
2025-09-08 21:06:17.4348 | WARN | SpravkoBot_AsSapfir.JsonManager | SpravkoBot_AsSapfir.JsonManager.GetValue | Ключ 'orgfilial.title' не найден. 
2025-09-08 21:06:17.4348 | WARN | SpravkoBot_AsSapfir.JsonManager | SpravkoBot_AsSapfir.JsonManager.GetValue | Ключ 'formType.title' не найден. 
